Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Data Analyst Intern,Razer Inc.,,2024-01-19,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-razer-inc-3806428561?position=3&pageNum=5&refId=n8xdVqUGHmkNC6KxFyXhAQ%3D%3D&trackingId=%2FtADtWEb0eybiFNnrpZgSw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Joining Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work, offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric experience that will put you in an accelerated growth, both personally and professionally.

Job Responsibilities

The Data Analyst Intern will play a crucial role in leveraging "
Data Science Intern,"Love, Bonito",,2024-02-08,https://sg.linkedin.com/jobs/view/data-science-intern-at-love-bonito-3824813813?position=6&pageNum=5&refId=n8xdVqUGHmkNC6KxFyXhAQ%3D%3D&trackingId=lXji9Q0yWZjWNBE51Q6jQQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia's leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a retail franchise in Cambodia. In addition, we have also expanded into international markets namely the Philippines and the United States of America.

Founded in 2010, we are proudly female-founded with more than"
INTERNSHIP – Innovation Centre Strategic Innovation,INTERPOL,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-%E2%80%93-innovation-centre-strategic-innovation-at-interpol-3840557378?position=7&pageNum=5&refId=n8xdVqUGHmkNC6KxFyXhAQ%3D%3D&trackingId=9SLY56Etk0c1jWgu6pMzJg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"INTERPOL - Vacancy Notice

Title: INTERNSHIP – Innovation Centre Strategic Innovation

Reference of the post: INT04316

Directorate: Innovation Centre

Sub-Directorate: Strategic Innovation

Duty station: Singapore, Singapore

Duration: 6 months

Estimated starting date: 1 July 2024

Level of security clearance: Basic

Deadline for applications: 19 March 2024

INTERPOL’s Internship Programme welcomes candidates from any of our 196 member states.

The Programme attracts talented students or recen"
One Deals Summer Internship,PwC Singapore,,2024-02-16,https://sg.linkedin.com/jobs/view/one-deals-summer-internship-at-pwc-singapore-3793596725?position=9&pageNum=5&refId=n8xdVqUGHmkNC6KxFyXhAQ%3D%3D&trackingId=EH2QO75onnLBQse5wreClg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Line of Service

Advisory

Industry/Sector

Not Applicable

Specialism

Valuation

Management Level

Intern/Trainee

Job Description & Summary

Our Deals services span across the entire deal continuum, from strategy formulation to deal origination, transaction support and finance raising, through to post deal integration and exit. Our services cover M&A, Infrastructure and Distressed sectors. We consistently lead the league tables for mid-market deals in Asia Pacific, and also received various a"
Business Development Intern,Univers,,2024-02-05,https://sg.linkedin.com/jobs/view/business-development-intern-at-univers-3822245730?position=10&pageNum=5&refId=n8xdVqUGHmkNC6KxFyXhAQ%3D%3D&trackingId=794%2BfEGtXjQoxBqA7IJ%2FUQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
Finance Operations Intern,"Love, Bonito",,2024-02-29,https://sg.linkedin.com/jobs/view/finance-operations-intern-at-love-bonito-3840495274?position=1&pageNum=7&refId=vmHtZ2aPByQOLyGX1EnrdQ%3D%3D&trackingId=F30uVX%2Fd09KqtfKzm7CuAA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Singapore, with an omni-channel presence across Indonesia and Malaysia, a retail franchise in Cambodia, and are fast expanding into international markets namely Japan, Hong Kong SAR China and United States of America.

Founded in 2010, we are proudly female-founded with more than 70% female represe"
Asia Pacific - Human Resources Intern,Shiseido,,2024-02-20,https://sg.linkedin.com/jobs/view/asia-pacific-human-resources-intern-at-shiseido-3813188425?position=7&pageNum=7&refId=vmHtZ2aPByQOLyGX1EnrdQ%3D%3D&trackingId=mchwznBSdD8csP%2BTPdWTXw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Key Responsibilities

Employee Engagement & Experience


Support the coordination and delivery of onboarding program and initiatives for new hires
Work closely with HRBP to support and administer the review and communications of HR policies and processes
Support the design, development and execution of employee engagement campaign and initiatives
Create contents for employee engagement and communications using videos, EDMs and other online platforms, e.g., Canva, Powtoon, Vimeo etc.


Talent Acq"
Retail Operations Intern,"Love, Bonito",,2023-10-20,https://sg.linkedin.com/jobs/view/retail-operations-intern-at-love-bonito-3744797245?position=8&pageNum=7&refId=vmHtZ2aPByQOLyGX1EnrdQ%3D%3D&trackingId=%2Bpvrak4xVUiR3SjpzMXmAg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Singapore, with an omni-channel presence across Indonesia and Malaysia, a retail franchise in Cambodia, and are fast expanding into international markets namely Japan, Hong Kong SAR China and United States of America.

Founded in 2010, we are proudly female-founded with more than 70% female represe"
Product Management Intern,Tribe,,2024-02-21,https://sg.linkedin.com/jobs/view/product-management-intern-at-tribe-3836075868?position=9&pageNum=7&refId=vmHtZ2aPByQOLyGX1EnrdQ%3D%3D&trackingId=9NeNvjYl4qUdaSXBrS5J2A%3D%3D&trk=public_jobs_jserp-result_search-card,[],"As a Product Management Intern, you will play a key role in assisting the product management team in the planning, development, and execution of product strategies. This is an excellent opportunity to gain hands-on experience in product management within a fast-paced startup environment.




Key Responsibilities:

Assist in the research and analysis of market trends, customer feedback, and competitive products to inform product development strategies.
Support the product team in defining product"
Communications Strategy Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/communications-strategy-intern-at-the-lego-group-3830475273?position=1&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=uidIWDVsCZQAUsibCeRmQQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Communications Strategy Intern from April 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibili"
Content Creator Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/content-creator-intern-at-the-lego-group-3830473945?position=2&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=cO%2FpbVyStAwDUtp2tVcRhg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Content Creator Intern from July 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibilities




"
Product Marketing Intern,Parfums Christian Dior,,2024-02-21,https://sg.linkedin.com/jobs/view/product-marketing-intern-at-parfums-christian-dior-3835533725?position=3&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=9k3jw0XV%2FaN8zhlF%2BM%2FlpQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"THE CONTEXT _________

Since 1947, the men and women of Parfums Christian Dior have embodied the founding ""couturier-perfumer's"" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thrives on the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves. By revolutionizing the codes of French s"
Data Scientist Intern,Univers,,2024-02-01,https://sg.linkedin.com/jobs/view/data-scientist-intern-at-univers-3819394280?position=6&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=RV1t8%2FrtsX7yMmIZUCkeyA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
Economics Intern (m/f/x),Toloka,,2024-03-02,https://sg.linkedin.com/jobs/view/economics-intern-m-f-x-at-toloka-3841412556?position=8&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=eTw3vKa8zid8uePTmkJNKg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"We are embarking on a large-scale project with a leading technology company to develop an AI system with a deep understanding of the humanities. This part-time, fully remote project offers a unique opportunity to influence the role of AI in philosophy, religion, languages, history, language arts, performing arts, and visual arts.

As an AI Tutor — Domain Expert, your work will involve creating and refining AI-generated content to ensure accuracy, relevance, and engagement across a wide array of "
Data Analyst Intern,foodpanda,,2024-02-26,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-foodpanda-3537334509?position=9&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=lY9TG%2BRHDZ5NSbIFhD5Aaw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"""To be the most loved everyday food and groceries destination!"" - that’s our mission at foodpanda (small ‘f’).

foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpand"
Intern Digital Business Management (Summer) - Porsche Services Singapore Pte Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-07,https://sg.linkedin.com/jobs/view/intern-digital-business-management-summer-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3824643620?position=10&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=8QjEJ42gJ0F4yh%2FbxCMfNg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Support the management in daily operations, including the preparation of management-level presentations
Contribute to the development of our digital solution portfolio
Create sales reporting and generate data-driven recommendations
Take over partial projects and complete them independently
Participate in the coordination and communication of brand and sales activities
Assist in planning and organization of activations and events
Close liaison with vendors, internal and external stakeholders


Re"
Intern - Investment Risk Management,Eastspring Investments,,2023-11-17,https://sg.linkedin.com/jobs/view/intern-investment-risk-management-at-eastspring-investments-3767453274?position=14&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=FySoYMCSjUsQZbpKRQfbZQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Eastspring is a global asset manager with Asia at its core. We create a culture in which diversity is celebrated and inclusion assured, for our colleagues, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and in exchange, we support our people's career ambitions. We pledge to make Eastspring a place where you can Connect, Grow and Succeed.

Key Accountabilities


Assist the Investment Risk Management (IRM) in day-to-day repor"
"Intern, Private Banking [Immediate Start, For At Least 3 Months]",CIMB Singapore,,2024-02-15,https://sg.linkedin.com/jobs/view/intern-private-banking-immediate-start-for-at-least-3-months-at-cimb-singapore-3831023006?position=16&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=L175vouf54wCooWV8soTGg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"CIMB Group is a leading ASEAN universal bank, one of the largest Asian investment banks and one of the world's largest Islamic banks. CIMB Bank Singapore offers banking solutions catered to your every financial need with our consumer banking, commercial banking, Islamic banking and asset management products and services.




At CIMB, we believe that our people are our greatest assets in realising our vision of becoming Southeast Asia’s most valued universal bank. We offer an environment that is "
Business Management Intern,QCP,,2024-02-21,https://sg.linkedin.com/jobs/view/business-management-intern-at-qcp-3836035926?position=17&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=UvhbTS21WZHmEMgMyMuyYg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Established in 2017, QCP Capital is a digital assets trading firm and global market maker in options, headquartered in Singapore.

As one of the first digital assets trading firms in Singapore, QCP Capital brings to clients deep expertise gained from thriving through multiple market cycles. Our mission is to unlock new opportunities for clients at the forefront of crypto markets through providing institutional-grade liquidity, infrastructure and research.

An active early-stage crypto and blockc"
Retail Sales Management Intern,Maybank Investment Banking Group,,2024-02-28,https://sg.linkedin.com/jobs/view/retail-sales-management-intern-at-maybank-investment-banking-group-3839785150?position=19&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=t7h2qsYgFXOmaYKuKyTUSQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities is a leading brokerage and investment bank across ASEAN. Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Retail.




Job Description:

As a Retail Sales Management intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic wor"
E-Commerce Intern,UNIQLO,,2024-03-05,https://sg.linkedin.com/jobs/view/e-commerce-intern-at-uniqlo-3846637098?position=22&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=5eKkfzzoYPaRY9DWQdgHdQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"• Support Customer Service team and Store Operations team to handle customer queries pertaining to orders - shipment status, click and collect, defective items, missing parcels; follow up to ensure resolution

• Manage and update customer information

• Assist in corporate purchase transacted on e-commerce platform

• Provide support in E-commerce reporting

• Assist in other e-commerce operations such as order fulfillment & logistic

• Assist with daily administrative duties

Show more "
Asia Pacific - Regional Corporate Strategy Intern,Shiseido,,2024-02-19,https://sg.linkedin.com/jobs/view/asia-pacific-regional-corporate-strategy-intern-at-shiseido-3830336776?position=23&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=8u1cMw8XO7VeXlnd6nN6eg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

Objective


To evaluate the price corridor that competitors have across APAC markets.
Analyse competitor’s price hierarchy across markets.
Price gap between Shiseido brands in respective markets.


Scope of work


Shiseido Brands: bShisieido & CPB
Competitors Brands: Estee Lauder, Lancome, La Mer, Guerlain
Markets: APAC markets, including Japan, HK, China.


Key Responsibilities


RESPONSIBILITIES 1
Data collection on competitors pricing across APAC markets.
Develop template for fu"
Intern Digital Business Development - Porsche Services Singapore Pte. Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-26,https://sg.linkedin.com/jobs/view/intern-digital-business-development-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3839947102?position=27&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=kFFbP66VgJl5kdjg2oaAqw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Tasks:


Assist in the ramp-up of a digital product team, contributing to the development, operation, and deployment of solutions to several markets
Support in defining the team's strategic direction and ensuring alignment with stakeholders
Manage small independent sub-project responsibilities, demonstrating initiative and leadership potential
Perform data analysis and prepare PowerPoint presentations for stakeholder management and project updates
Assist in developing processes and procedure"
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?position=28&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=0TmxjNwHlqtC7Fgg2hyrTQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
Social & Community Intern - New York,"Love, Bonito",,2024-02-09,https://sg.linkedin.com/jobs/view/social-community-intern-new-york-at-love-bonito-3846535018?position=29&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=VxPhYQnR%2Fl6CLGGZCpqk1Q%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Asia, with a presence across [19] countries, including our big bet market, the United States.

Founded in 2010, we are proudly female-founded with more than 70% female representation across our organization, leadership, and STEM roles (#girlpower!). We raised a US$50M Series C round in 2021 and know that"
Product Management Intern,Univers,,2024-02-14,https://sg.linkedin.com/jobs/view/product-management-intern-at-univers-3830532593?position=30&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=13ZKOqcd5llWi5lb9bvrZA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
"Internship, Centre for Impact Investing and Practices",Temasek Trust,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-centre-for-impact-investing-and-practices-at-temasek-trust-3841370726?position=32&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=sWUA5Gt2USzEIOarXM2pSQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Us:

Established by Temasek Holdings in 2007, Temasek Trust is a steward of philanthropic endowments and gifts from Temasek and other donors. It strives to deliver sustainable funding for the long-term well-being and security of our communities. Temasek Trust provides governance and financial oversight of endowments for Temasek Foundation, Stewardship Asia Centre, Temasek Life Sciences Laboratory and Mandai Nature. The work at Temasek Trust supports a common purpose of doing good, upliftin"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?position=33&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=FQfzXfpXwmXe5GLNKP%2FNPQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Intern - Business Intern,Activate Interactive,,2023-11-08,https://sg.linkedin.com/jobs/view/intern-business-intern-at-activate-interactive-3760906642?position=35&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=%2F9cf3AzvuijsyW78yJ3m9w%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Headquartered in Singapore, Actxa Pte Ltd is a deep tech company founded in 2015 that leverages artificial intelligence to create next generation preventive healthcare solutions.

We create evidence-based, personalised health insights in the domains of physical activities, sleep quality, body composition, stress and recovery, heart health and blood glucose evaluation and monitoring.

To improve population health, Actxa establishes worldwide partnerships and research collaborations to develop cri"
Data Analyst Intern,ADDX,,2023-03-29,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-addx-3575081957?position=36&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=s%2FCpvZwP%2F0cuhAVQDSEltQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Customer Experience & Website Management Intern [Marketing],Maybank Investment Banking Group,,2024-02-16,https://sg.linkedin.com/jobs/view/customer-experience-website-management-intern-marketing-at-maybank-investment-banking-group-3832023206?position=39&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=JERHn0PVTjT3zipDfXP6ZA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities is a leading brokerage house and investment bank in ASEAN. Maybank Securities provides services in corporate finance, debt markets, equity capital markets, derivatives, retail and institutional securities broking and research.







Job Description:

Work with business to review and revamp content on the website.
Work with designers, product, marketing, sales, research, external influencers and other industry experts where necessary.
Adhere to intern"
"Intern, Learning & Development",Marriott International,,2024-02-16,https://sg.linkedin.com/jobs/view/intern-learning-development-at-marriott-international-3811207184?position=42&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=0GC3%2BtdY0fX8ONVxjapQyw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Number 24015293

Job Category Management Development Programs/Interns

Location Singapore Regional Office, 2 Harbourfront Place #06-08, Singapore, Singapore, Singapore VIEW ON MAP

Schedule Full-Time

Located Remotely? N

Relocation? N

Position Type Non-Management

CORPORATE INTERNSHIP PROGRAM

Marriott International, Inc. is seeking current university student who is passionate and keen to establish a long-term career in the hospitality industry. We create opportunities to develop our inter"
Internship - Talent Acquisition,Siemens,,2024-02-27,https://sg.linkedin.com/jobs/view/internship-talent-acquisition-at-siemens-3835945824?position=43&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=8HwlsxzRzS6SQnhEKiniLQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Launch Your Talent Acquisition Career with Siemens!

We know that a business only thrives if our people are thriving. That’s why we always put our people first. Our global and diverse team would be happy to support you and challenge you to grow in many ways. Who knows where our joint journey will take you? To cope with our increasing business needs, we are looking for an intern to join us in our fast-expanding team. You will be part of the Talent Acquisition Team to accelerate the growth for Sie"
Computer Science Intern (Python) – Trading,Grasshopper,,2024-03-05,https://sg.linkedin.com/jobs/view/computer-science-intern-python-%E2%80%93-trading-at-grasshopper-3846510498?position=45&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=q5uqMf7d%2BHcsuQcrsMG1kA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Have you wondered what it’s like being part of the most competitive industry in the world? Do you aspire to be part of a brilliant diverse team of traders, technologists, and quants?

Responsibilities

You will be working closely with a senior team member to design, build and deploy a system that consists of various tools used by the team for both reporting and trading purposes. The application involves full-stack development from front-end to back-end. It also involves numerica"
Product Manager Intern,Bybit,,2024-02-07,https://sg.linkedin.com/jobs/view/product-manager-intern-at-bybit-3819944223?position=50&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=ftXdcDpqcfxaGOiGpK8%2BPA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job responsibilities:

Participate in and lead the landing construction and continuous optimization of growth products of cryptocurrency exchanges
Participate in and lead the planning of product systems in multi-role and multi-task scenarios (such as activity platforms, task platforms, reward platforms).
Focus on developing and implementing growth strategies through various operational activities, cross-team cooperation, and improving customer acquisition, conversion, and retention
Regularly con"
"Project Intern, Singapore Market",Temasek,,2024-02-28,https://sg.linkedin.com/jobs/view/project-intern-singapore-market-at-temasek-3713200342?position=51&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=Z2KoFTfYD2JGnVkkDLPJRg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Department/Section: Singapore Market




Position: Project Intern, Singapore Market




Period: January 2024 to December 2024 (min. Full Time 6 Months)




Overview Of The Team




Temasek undertakes an ecosystem development approach to build new platforms and transform existing businesses for sustainable growth and value creation. This involves strong collaboration with various external stakeholders to enhance our network of partners and facilitate cooperation to catalyse building of future gro"
Strategy Intern,Siemens,,2024-02-22,https://sg.linkedin.com/jobs/view/strategy-intern-at-siemens-3814293386?position=52&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=uV0gfd4wSsIIHOu6gQjkcQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Siemens Mobility is an outstanding place to have a career in an innovative and dynamic environment. We are proud to be a global technology leader for seamless, reliable and secure transport solutions for over 160 years. Our organization comprises five core business verticals across Rolling Stock, Rail Infrastructure, Customer Services, Turnkey and Software portfolio, to provide sustainable, comfortable and cost-effective rail traffic for our customers.

Be a part of it, design the future of Mobi"
Facilities Executive Intern,Figment,,2024-02-07,https://sg.linkedin.com/jobs/view/facilities-executive-intern-at-figment-3819904856?position=55&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=x3P0lm3UN0Uc35wJYU2VZA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Inspired by built heritage and creative talent, Figment reimagines conservation shophouses in Singapore as boutique homes and offer fully-furnished rental suites that make art, design, and heritage a daily experience. We also own and manage The Lorong 24A Shophouse Series, previously covered in the Wall Street Journal and the New York Times. Find out more about us at www.figment.live.




The Facilities Executive Intern will directly assist management to ready new residential properties for stay"
Data Analyst Intern,Razer Inc.,,2024-01-19,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-razer-inc-3806428561?position=57&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=ExynQRdmd%2F6g1KRJNFihIQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Joining Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work, offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric experience that will put you in an accelerated growth, both personally and professionally.

Job Responsibilities

The Data Analyst Intern will play a crucial role in leveraging "
Fashion Intern,CHARLES & KEITH GROUP,,2024-03-01,https://sg.linkedin.com/jobs/view/fashion-intern-at-charles-keith-group-3839578914?position=58&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=zu%2Bt3FSc0l2sOtwTOLN5jw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"RESPONSIBILITIES

Facilitate model and product view shoots and ensure assets are delivered on time and within budget
Align, coordinate, and work closely with studio assistant
Manage the weekly shoot calendar and products across eCommerce platforms ensuring all resource needs are met
Track schedules, manage assets, identify weaknesses, bottlenecks and risks in the schedule, and troubleshoot communication and schedule dependency problems
Coordinating logistics
Assist in Marketing efforts
Maintaini"
Air Solutions Data Analyst Intern,Bolloré Logistics,,2024-02-02,https://sg.linkedin.com/jobs/view/air-solutions-data-analyst-intern-at-bollor%C3%A9-logistics-3838870822?position=59&pageNum=0&refId=yb89JH9bhzC0%2Fw2gMbYQPg%3D%3D&trackingId=wRvlnsi6Jo%2F%2F9dD%2FncYq8g%3D%3D&trk=public_jobs_jserp-result_search-card,[],"200 years ago, Bolloré Group was born. Today, one of Bolloré Group's fastest growing business sectors, Bolloré Logistics, have grown to become the world's top 10 players in freight forwarding and logistics with a powerful network spread across 106 countries, 607 sites with over 20,000 employees. We pride ourselves having developed specific expertise in providing end-to-end supply chain solutions tailored to our customers' growth and constantly driving innovation to adapt and better cater to thei"
